2026-09-25 04:54:49 - Step 1 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.154 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:51 - Step 210 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.226 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:51 - Step 211 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.419 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:51 - Step 211 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.965 | Proposed 0.373 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:51 - Step 213 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.112 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:51 - Step 213 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.059 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:51 - Step 214 | Zone 0 | REJECTED [DEMAND_SPIKE] | SOC 0.451 | Proposed 0.318 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:54:51 - Step 215 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.958 | Proposed 0.287 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:51 - Step 217 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.299 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:51 - Step 219 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.084 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:51 - Step 222 | Zone 0 | REJECTED [SOC_HIGH] | SOC 0.963 | Proposed -0.031 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 222 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.098 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 224 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.168 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 225 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.377 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 225 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.101 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 225 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.042 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 226 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.192 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 227 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.453 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 228 | Zone 0 | REJECTED [SOC_HIGH] | SOC 0.954 | Proposed 0.268 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 229 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.066 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 229 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.422 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 231 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.396 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 232 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.433 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 233 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.127 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 234 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.284 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 236 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.067 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 236 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.100 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 239 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.057 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 242 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.000 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 242 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.242 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 244 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.036 | Proposed -0.441 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 246 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.172 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 248 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.107 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 250 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.031 | Proposed -0.381 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 250 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.152 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 252 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.477 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 253 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.482 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 254 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.004 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:52 - Step 254 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.164 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 257 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.342 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:52 - Step 259 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.988 | Proposed 0.413 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:53 - Step 263 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.187 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:53 - Step 264 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.482 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:53 - Step 265 | Zone 2 | REJECTED [SOC_HIGH] | SOC 0.964 | Proposed 0.381 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:54 - Step 266 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.164 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:54 - Step 268 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.342 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:54 - Step 268 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.479 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:55 - Step 273 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.271 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:55 - Step 274 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.005 | Proposed 0.097 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:56 - Step 277 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.360 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:56 - Step 279 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.363 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:57 - Step 281 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.079 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:57 - Step 283 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.009 | Proposed -0.333 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:58 - Step 286 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.011 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:58 - Step 286 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.153 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:58 - Step 286 | Zone 2 | REJECTED [DEMAND_SPIKE] | SOC 0.645 | Proposed 0.082 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:54:59 - Step 288 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.064 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:54:59 - Step 288 | Zone 4 | REJECTED [DEMAND_SPIKE] | SOC 0.400 | Proposed 0.099 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:54:59 - Step 290 | Zone 2 | REJECTED [SOC_HIGH] | SOC 0.960 | Proposed 0.106 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:54:59 - Step 291 | Zone 0 | REJECTED [DEMAND_SPIKE] | SOC 0.450 | Proposed 0.322 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:54:59 - Step 291 | Zone 3 | REJECTED [DEMAND_SPIKE] | SOC 0.165 | Proposed 0.082 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:54:59 - Step 291 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.204 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:00 - Step 296 | Zone 0 | REJECTED [SOC_HIGH] | SOC 0.951 | Proposed 0.207 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:55:02 - Step 302 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.245 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:02 - Step 303 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.431 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:55:03 - Step 306 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.236 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:03 - Step 307 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.078 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:03 - Step 308 | Zone 1 | REJECTED [DEMAND_SPIKE] | SOC 0.320 | Proposed 0.056 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:55:03 - Step 309 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.028 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:04 - Step 311 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.189 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:04 - Step 312 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.039 | Proposed -0.437 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:04 - Step 313 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.488 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:04 - Step 313 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.487 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:04 - Step 314 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.478 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:04 - Step 314 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.492 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:05 - Step 315 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.493 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:05 - Step 315 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.436 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:05 - Step 315 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.307 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:05 - Step 316 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.472 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:05 - Step 316 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.485 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
